Source IP,Destination IP,Protocol,Timestamp,Source Port,Destination Port,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Length,IAT,SYN_ACK_Count,labels
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49608,443,0,0,0,1,0,0,0,0,338.0384615,319207,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61882,53,0,0,0,0,0,0,0,0,138.0,67871,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49609,0,0,0,0,1,0,0,0,19.0,3,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49608,0,0,0,0,1,0,0,0,19.0,5,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49606,0,0,0,0,1,0,0,0,16.83333333,249,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49607,443,0,0,0,1,0,0,0,0,337.3461538,383542,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,61391,53,0,0,0,0,0,0,0,0,84.66666667,60989,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49607,0,0,0,0,1,0,0,0,19.0,6,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:08:00,61822,53,0,0,0,0,0,0,0,0,55.0,334668,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:51:00,51826,53,0,0,0,0,0,0,0,0,63.6,164,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,60226,53,0,0,0,0,0,0,0,0,86.66666667,347854,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60794,53,0,0,0,0,0,0,0,0,100.6666667,60709,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49638,443,0,0,0,1,0,0,0,0,240.7777778,105579,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,60925,53,0,0,0,0,0,0,0,0,62.33333333,96668,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49638,443,0,0,0,0,1,0,0,0,12.25,44227,0,0
192.168.10.8,31.13.71.2,6,2017-05-07 09:12:00,49639,443,0,0,0,1,0,0,0,0,536.9230769,190640,0,0
31.13.71.2,192.168.10.8,6,2017-05-07 09:12:00,443,49639,0,0,0,0,1,0,0,0,16.83333333,263,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49637,443,0,0,0,1,0,0,0,0,240.7777778,397564,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49637,443,0,0,0,0,1,0,0,0,12.25,13463,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60304,53,0,0,0,0,0,0,0,0,58.33333333,607745,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60351,53,0,0,0,0,0,0,0,0,118.0,496,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,61460,53,0,0,0,0,0,0,0,0,67.0,76351,0,0
192.168.10.12,204.9.54.119,17,2017-05-07 09:09:00,123,123,0,0,0,0,0,0,0,0,48.0,37778,0,0
192.168.10.14,50.31.164.173,6,2017-05-07 09:10:00,49808,443,0,0,0,1,0,0,0,0,186.3636364,110225806,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,62125,53,0,0,0,0,0,0,0,0,92.33333333,23388,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49630,443,0,0,0,1,0,0,0,0,321.5555556,975474,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:50:00,54438,53,0,0,0,0,0,0,0,0,61.4,77190,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49632,443,0,0,0,1,0,0,0,0,319.4444444,1021989,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49633,443,0,0,0,1,0,0,0,0,338.2352941,1022036,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49634,443,0,0,0,1,0,0,0,0,338.5882353,1022020,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60838,53,0,0,0,0,0,0,0,0,60.66666667,138282,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,62475,53,0,0,0,0,0,0,0,0,58.33333333,49587,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61844,53,0,0,0,0,0,0,0,0,109.3333333,137616,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60823,53,0,0,0,0,0,0,0,0,51.33333333,49811,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49631,443,0,0,0,1,0,0,0,0,321.5555556,1137662,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:53:00,62107,53,0,0,0,0,0,0,0,0,70.8,269,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61296,53,0,0,0,0,0,0,0,0,75.0,48268,0,0
192.168.10.8,74.217.253.90,6,2017-05-07 09:12:00,49591,443,0,0,0,1,0,0,0,0,243.5,1986415,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49654,443,0,0,0,1,0,0,0,0,383.8461538,950225,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49651,443,0,0,0,1,0,0,0,0,338.2352941,950748,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,61642,53,0,0,0,0,0,0,0,0,89.0,23915,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,60374,53,0,0,0,0,0,0,0,0,115.3333333,632,0,0
192.168.10.8,74.217.253.90,6,2017-05-07 09:12:00,49591,443,0,0,0,0,1,0,0,0,12.25,123115,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49652,443,0,0,0,1,0,0,0,0,319.7777778,1018698,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49653,443,0,0,0,1,0,0,0,0,359.375,1018616,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60753,53,0,0,0,0,0,0,0,0,80.66666667,27127,0,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49632,0,1,0,0,1,0,0,0,22.0,239671,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49633,0,1,0,0,1,0,0,0,22.0,242597,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49634,0,1,0,0,1,0,0,0,22.0,243882,1,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49672,443,0,0,0,1,0,0,0,0,256.6666667,356904,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49673,443,0,0,0,1,0,0,0,0,243.4736842,358307,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49675,443,0,0,0,1,0,0,0,0,243.4736842,351427,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62156,53,0,0,0,0,0,0,0,0,105.3333333,72070,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49674,443,0,0,0,1,0,0,0,0,257.0,353207,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:02:00,60882,53,0,0,0,0,0,0,0,0,64.33333333,604,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61120,53,0,0,0,0,0,0,0,0,74.0,50032,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:11:00,49755,80,0,0,0,1,0,0,0,0,207.2222222,4575089,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:12:00,49755,80,0,0,0,0,1,0,0,0,6.0,3,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49675,443,0,0,0,0,1,0,0,0,6.0,99005,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49673,443,0,0,0,0,1,0,0,0,6.0,100365,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49672,443,0,0,0,0,1,0,0,0,6.0,102005,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:50:00,54302,53,0,0,0,0,0,0,0,0,69.4,229945,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:51:00,64016,53,0,0,0,0,0,0,0,0,79.4,28633,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49651,443,1,0,0,0,1,0,0,0,14.0,253046,0,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49654,0,1,0,0,1,0,0,0,22.0,252434,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49652,0,1,0,0,1,0,0,0,22.0,273996,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49653,0,1,0,0,1,0,0,0,22.0,275698,1,0
192.168.10.8,178.255.83.1,6,2017-05-07 09:11:00,49573,80,0,0,0,1,0,0,0,0,1.714285714,3237290,0,0
192.168.10.8,178.255.83.1,6,2017-05-07 09:12:00,49573,80,0,0,0,0,1,0,0,0,6.0,8000,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:57:00,60495,53,0,0,0,0,0,0,0,0,53.33333333,47276,0,0
192.168.10.17,91.189.91.157,17,2017-05-07 09:09:00,123,123,0,0,0,0,0,0,0,0,48.0,64036667,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49694,80,0,0,0,1,0,0,0,0,202.5454545,2285746,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49694,80,0,0,0,0,1,0,0,0,6.0,114,0,0
192.168.10.5,104.88.60.48,6,2017-05-07 09:10:00,49820,80,0,0,0,1,0,0,0,0,184.5,47727,0,0
192.168.10.5,23.217.41.219,6,2017-05-07 09:10:00,49819,80,0,0,0,1,0,0,0,0,215.0,67032,0,0
192.168.10.5,23.217.41.219,6,2017-05-07 09:12:00,49819,80,0,0,0,0,1,1,0,0,6.0,33079,0,0
192.168.10.5,104.88.60.48,6,2017-05-07 09:12:00,49820,80,0,0,0,0,1,1,0,0,6.0,50838,0,0
192.168.10.8,172.217.6.206,6,2017-05-07 09:12:00,49587,80,0,0,0,1,0,0,0,0,2.4,5120420,0,0
192.168.10.8,199.96.57.6,6,2017-05-07 09:11:00,49575,443,0,0,0,1,0,0,0,0,342.7142857,5678225,0,0
199.96.57.6,192.168.10.8,6,2017-05-07 09:12:00,443,49575,0,1,0,0,1,0,0,0,22.66666667,3,1,0
192.168.10.5,23.217.41.219,6,2017-05-07 09:10:00,49818,80,0,0,0,0,1,0,0,0,6.0,111092705,0,0
192.168.10.8,23.203.78.38,6,2017-05-07 09:12:00,49645,443,0,0,0,1,0,0,0,0,70.45454545,5100671,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 09:12:00,49621,80,0,0,0,1,0,0,0,0,2.4,5468464,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 09:12:00,49622,80,0,0,0,1,0,0,0,0,2.4,5461452,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49612,443,0,0,0,1,0,0,0,0,226.6666667,5657038,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49623,80,0,0,0,1,0,0,0,0,2.4,5399680,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49625,80,0,0,0,1,0,0,0,0,2.4,5398852,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49626,80,0,0,0,1,0,0,0,0,2.4,5323972,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49603,443,0,0,0,1,0,0,0,0,229.4666667,5701802,0,0
23.203.78.38,192.168.10.8,6,2017-05-07 09:12:00,443,49645,0,0,0,0,1,0,0,0,12.25,4,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 09:12:00,49621,80,0,0,0,0,1,0,0,0,6.0,12,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49665,443,0,0,0,1,0,0,0,0,70.45454545,5736094,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49663,443,0,0,0,1,0,0,0,0,70.45454545,5759082,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49660,443,0,0,0,1,0,0,0,0,70.45454545,5855190,0,0
192.168.10.8,54.192.36.9,6,2017-05-07 09:12:00,49658,443,0,0,0,1,0,0,0,0,70.81818182,5929053,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49650,443,0,0,0,1,0,0,0,0,70.45454545,5987400,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49671,443,0,0,0,1,0,0,0,0,70.45454545,5457060,0,0
192.168.10.8,52.84.93.32,6,2017-05-07 09:12:00,49669,80,0,0,0,1,0,0,0,0,1.714285714,5481851,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49667,80,0,0,0,1,0,0,0,0,2.4,5636888,0,0
54.192.36.9,192.168.10.8,6,2017-05-07 09:12:00,443,49658,0,0,0,0,1,0,0,0,6.0,3333,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49671,0,0,0,0,1,0,0,0,12.25,4,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49665,0,0,0,0,1,0,0,0,12.25,779,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49660,0,0,0,0,1,0,0,0,12.25,47,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49663,0,0,0,0,1,0,0,0,12.25,5,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49650,0,0,0,0,1,0,0,0,12.25,4,0,0
192.168.10.8,52.6.166.140,6,2017-05-07 09:12:00,49682,443,0,0,0,1,0,0,0,0,249.5714286,5740029,0,0
192.168.10.8,23.194.141.30,6,2017-05-07 09:12:00,49683,443,0,0,0,1,0,0,0,0,70.45454545,5740053,0,0
192.168.10.8,23.194.141.30,6,2017-05-07 09:12:00,49684,443,0,0,0,1,0,0,0,0,70.45454545,5740107,0,0
192.168.10.8,68.67.180.45,6,2017-05-07 09:12:00,49680,443,0,0,0,1,0,0,0,0,349.8,6022325,0,0
192.168.10.8,23.194.141.30,6,2017-05-07 09:12:00,49693,443,0,0,0,1,0,0,0,0,70.45454545,5707199,0,0
192.168.10.8,54.225.244.129,6,2017-05-07 09:12:00,49685,443,0,0,0,1,0,0,0,0,244.0714286,5731536,0,0
192.168.10.8,151.101.0.207,6,2017-05-07 09:12:00,49686,443,0,0,0,1,0,0,0,0,412.1764706,5731426,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49695,443,0,0,0,1,0,0,0,0,228.8,5426450,0,0
192.168.10.8,74.217.253.60,6,2017-05-07 09:12:00,49697,443,0,0,0,1,0,0,0,0,260.7857143,5342791,0,0
151.101.0.207,192.168.10.8,6,2017-05-07 09:12:00,443,49686,0,1,0,0,1,0,0,0,18.5,212,1,0
23.194.141.30,192.168.10.8,6,2017-05-07 09:12:00,443,49683,0,0,0,0,1,0,0,0,12.25,5,0,0
23.194.141.30,192.168.10.8,6,2017-05-07 09:12:00,443,49684,0,0,0,0,1,0,0,0,12.25,5,0,0
23.194.141.30,192.168.10.8,6,2017-05-07 09:12:00,443,49693,0,0,0,0,1,0,0,0,12.25,4,0,0
52.6.166.140,192.168.10.8,6,2017-05-07 09:12:00,443,49682,0,1,0,0,1,0,0,0,22.66666667,3,1,0
54.225.244.129,192.168.10.8,6,2017-05-07 09:12:00,443,49685,0,1,0,0,1,0,0,0,22.66666667,3,1,0
192.168.10.19,91.189.91.157,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,64036683,0,0
192.168.10.8,199.96.57.6,6,2017-05-07 09:11:00,49574,443,0,0,0,1,0,0,0,0,892.25,10143298,0,0
192.168.10.8,199.96.57.6,6,2017-05-07 09:12:00,49574,443,0,0,0,0,1,0,0,0,6.0,130,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:56:00,60644,53,0,0,0,0,0,0,0,0,85.66666667,25275,0,0
192.168.10.19,91.189.89.199,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,64093907,0,0
192.168.10.14,64.4.54.254,6,2017-05-07 09:09:00,49758,443,0,0,0,1,0,0,0,0,450.5,100577004,0,0
192.168.10.14,64.4.54.254,6,2017-05-07 09:12:00,49758,443,0,0,0,0,1,1,0,0,6.0,65585,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:11:00,49756,80,0,0,0,1,0,0,0,0,213.4444444,13099993,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:12:00,49756,80,0,0,0,0,1,0,0,0,6.0,4,0,0
192.168.10.5,192.168.10.3,17,2017-05-07 09:07:00,123,123,0,0,0,0,0,0,0,0,48.0,239,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49601,443,0,0,0,1,0,0,0,0,653.7105263,11054218,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49599,443,0,0,0,1,0,0,0,0,389.9166667,11054382,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49600,443,0,0,0,1,0,0,0,0,424.45,11054333,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49598,443,0,0,0,1,0,0,0,0,390.5833333,11054495,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49602,443,0,0,0,1,0,0,0,0,259.5263158,11053666,0,0
198.8.70.210,192.168.10.8,6,2017-05-07 09:12:00,443,49603,0,0,0,0,1,0,0,0,6.0,5283939,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49604,443,0,0,0,1,0,0,0,0,424.45,11055172,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49610,443,0,0,0,1,0,0,0,0,246.85,11054488,0,0
198.8.70.212,192.168.10.8,6,2017-05-07 09:12:00,443,49612,0,0,0,0,1,0,0,0,6.0,5331993,0,0
192.168.10.8,199.38.164.37,6,2017-05-07 09:12:00,49613,443,0,0,0,1,0,0,0,0,257.6315789,11046325,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49614,443,0,0,0,1,0,0,0,0,279.5,11051823,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49615,443,0,0,0,1,0,0,0,0,279.5,11054413,0,0
192.168.10.8,199.38.164.38,6,2017-05-07 09:12:00,49668,443,0,0,0,1,0,0,0,0,228.25,11043366,0,0
192.168.10.8,68.67.180.45,6,2017-05-07 09:12:00,49677,443,0,0,0,1,0,0,0,0,421.4545455,10780605,0,0
192.168.10.8,68.67.180.45,6,2017-05-07 09:12:00,49677,443,0,0,0,0,1,0,0,0,6.0,126,0,0
192.168.10.19,91.189.89.198,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,65094107,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49692,443,0,0,0,1,0,0,0,0,450.9047619,11054355,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49692,443,0,0,0,0,1,0,0,0,15.4,198,0,0
198.8.70.212,192.168.10.8,6,2017-05-07 09:12:00,443,49695,0,0,0,0,1,0,0,0,6.0,5559957,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:11:00,49758,80,0,0,0,1,0,0,0,0,195.3333333,17269315,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:12:00,49758,80,0,0,0,0,1,0,0,0,6.0,3,0,0
192.168.10.17,104.155.144.4,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,66045676,0,0
192.168.10.16,72.21.91.29,6,2017-05-07 09:10:00,51834,80,0,0,0,1,0,0,0,0,39.77419355,116024748,0,0
192.168.10.17,138.68.224.199,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,68092025,0,0
192.168.10.15,134.170.58.118,6,2017-05-07 09:12:00,49764,443,0,0,0,1,0,0,0,0,1053.74359,2402068,0,0
192.168.10.8,72.30.3.43,6,2017-05-07 09:12:00,49676,443,0,0,0,1,0,0,0,0,260.8947368,16008049,0,0
192.168.10.15,52.167.223.135,6,2017-05-07 09:12:00,49768,443,0,0,0,1,0,0,0,0,495.8125,261999,0,0
192.168.10.15,52.167.223.135,6,2017-05-07 09:12:00,49768,443,0,0,0,0,1,0,0,0,25.75,90,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,60631,53,0,0,0,0,0,0,0,0,66.33333333,329886,0,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49774,42509,0,0,0,1,0,0,0,0,867.4347826,36312,0,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49774,42509,0,1,0,0,1,0,0,0,405.3333333,1,1,0
192.168.10.50,192.168.10.15,6,2017-05-07 09:12:00,42509,49774,0,0,0,0,1,0,0,0,6.0,184,0,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49773,21,0,0,0,1,0,0,0,0,15.48837209,210845,0,0
192.168.10.50,192.168.10.15,6,2017-05-07 09:12:00,21,49773,0,1,0,0,1,0,0,0,11.33333333,1,1,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49773,21,0,0,0,0,1,0,0,0,6.0,50,0,0
192.168.10.17,216.229.0.49,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,68046326,0,0
192.168.10.17,66.228.42.59,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,69023834,0,0
192.168.10.17,45.79.187.10,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,67023798,0,0
192.168.10.17,192.168.10.3,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,66000234,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60747,53,0,0,0,0,0,0,0,0,147.3333333,60760,0,0
192.168.10.51,173.194.208.109,6,2017-05-07 09:12:00,57643,465,0,0,0,1,0,0,0,0,141.0952381,1779720,0,0
192.168.10.51,173.194.208.109,6,2017-05-07 09:12:00,57643,465,0,1,0,0,1,0,0,0,24.66666667,49,1,0
192.168.10.17,38.126.113.11,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,69087983,0,0
192.168.10.17,45.33.48.4,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,68084120,0,0
192.168.10.19,192.168.10.3,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,65000127,0,0
192.168.10.17,129.6.15.29,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,67030239,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49624,80,0,0,0,1,0,0,0,0,268.5555556,35798055,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49624,80,0,0,0,0,1,0,0,0,6.0,92,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,60698,53,0,0,0,0,0,0,0,0,67.33333333,23262,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60108,53,0,0,0,0,0,0,0,0,78.2,15180759,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,60143,53,0,0,0,0,0,0,0,0,61.8,71214642,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61984,53,0,0,0,0,0,0,0,0,75.2,73017,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,61361,53,0,0,0,0,0,0,0,0,86.4,14743559,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60166,53,0,0,0,0,0,0,0,0,104.3333333,570,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61735,53,0,0,0,0,0,0,0,0,54.33333333,48744,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61218,53,0,0,0,0,0,0,0,0,97.66666667,187433,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60221,53,0,0,0,0,0,0,0,0,91.33333333,113884,0,0
192.168.10.17,45.79.167.181,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,69023623,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61638,53,0,0,0,0,0,0,0,0,53.33333333,23616,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60312,53,0,0,0,0,0,0,0,0,102.0,131968,0,0
192.168.10.25,17.253.14.253,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,65021447,0,0
192.168.10.16,66.228.59.187,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,45713,0,0
192.168.10.51,162.213.33.48,6,2017-05-07 09:12:00,46842,443,0,0,0,1,0,0,0,0,228.6190476,2841811,0,0
192.168.10.51,162.213.33.48,6,2017-05-07 09:12:00,46841,443,0,0,0,1,0,0,0,0,228.6190476,2843914,0,0
192.168.10.19,50.97.40.233,6,2017-05-07 09:12:00,34270,443,0,0,0,1,0,0,0,0,503.8888889,2579538,0,0
192.168.10.19,50.97.40.233,6,2017-05-07 09:12:00,34270,443,0,1,0,0,1,0,0,0,108.0,19,1,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60551,53,0,0,0,0,0,0,0,0,85.0,48732,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,61527,53,0,0,0,0,0,0,0,0,63.66666667,30289,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,60960,53,0,0,0,0,0,0,0,0,69.33333333,793384,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62086,53,0,0,0,0,0,0,0,0,72.0,60969,0,0
192.168.10.19,72.167.239.239,6,2017-05-07 09:12:00,40905,80,0,0,0,1,0,0,0,0,92.16666667,60078,0,0
192.168.10.19,72.167.239.239,6,2017-05-07 09:12:00,40904,80,0,0,0,1,0,0,0,0,92.16666667,60266,0,0
192.168.10.19,104.20.87.108,6,2017-05-07 09:12:00,37490,443,0,0,0,1,0,0,0,0,409.5,43015,0,0
104.20.87.108,192.168.10.19,6,2017-05-07 09:12:00,443,37490,0,1,0,0,1,0,0,0,184.6666667,4,1,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:46:00,62269,53,0,0,0,0,0,0,0,0,47.33333333,50387,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,62502,53,0,0,0,0,0,0,0,0,49.33333333,23633,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,61868,53,0,0,0,0,0,0,0,0,64.33333333,60187,0,0
192.168.10.19,104.20.87.108,6,2017-05-07 09:12:00,37492,443,0,0,0,1,0,0,0,0,383.3333333,43780,0,0
104.20.87.108,192.168.10.19,6,2017-05-07 09:12:00,443,37492,0,1,0,0,1,0,0,0,106.5,900,1,0
192.168.10.19,216.58.219.227,6,2017-05-07 09:12:00,40353,443,0,0,0,1,0,0,0,0,86.16666667,71450,0,0
192.168.10.19,216.58.219.227,6,2017-05-07 09:12:00,40352,443,0,0,0,1,0,0,0,0,624.6315789,341916,0,0
216.58.219.227,192.168.10.19,6,2017-05-07 09:12:00,443,40353,0,0,0,0,1,0,0,0,34.8,30976,0,0
216.58.219.227,192.168.10.19,6,2017-05-07 09:12:00,443,40352,0,0,0,0,1,0,0,0,986.0,32972,0,0
192.168.10.14,173.194.208.108,6,2017-05-07 09:12:00,49824,465,0,0,0,1,0,0,0,0,373.8,10134548,0,0
192.168.10.17,173.255.246.13,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48.0,69081028,0,0
192.168.10.19,216.58.219.227,6,2017-05-07 09:12:00,40356,443,0,0,0,1,0,0,0,0,715.7142857,1618518,0,0
