Source IP,Destination IP,Protocol,Timestamp,Source Port,Destination Port,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Length,IAT,SYN_ACK_Count,labels
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60601,53,0,0,0,0,0,0,0,0,84,89174,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,62281,53,0,0,0,0,0,0,0,0,91,92664985,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,60402,53,0,0,0,0,0,0,0,0,65,23918,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49609,443,0,0,0,1,0,0,0,0,337,307500,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49606,443,0,0,0,1,0,0,0,0,335,319244,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49608,443,0,0,0,1,0,0,0,0,338,319207,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61882,53,0,0,0,0,0,0,0,0,138,67871,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49609,0,0,0,0,1,0,0,0,19,3,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49608,0,0,0,0,1,0,0,0,19,5,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49606,0,0,0,0,1,0,0,0,16,249,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49607,443,0,0,0,1,0,0,0,0,337,383542,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,61391,53,0,0,0,0,0,0,0,0,84,60989,0,0
31.13.69.193,192.168.10.8,6,2017-05-07 09:12:00,443,49607,0,0,0,0,1,0,0,0,19,6,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:08:00,61822,53,0,0,0,0,0,0,0,0,55,334668,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:51:00,51826,53,0,0,0,0,0,0,0,0,63,164,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,60226,53,0,0,0,0,0,0,0,0,86,347854,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60794,53,0,0,0,0,0,0,0,0,100,60709,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49638,443,0,0,0,1,0,0,0,0,240,105579,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,60925,53,0,0,0,0,0,0,0,0,62,96668,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49638,443,0,0,0,0,1,0,0,0,12,44227,0,0
192.168.10.8,31.13.71.2,6,2017-05-07 09:12:00,49639,443,0,0,0,1,0,0,0,0,536,190640,0,0
31.13.71.2,192.168.10.8,6,2017-05-07 09:12:00,443,49639,0,0,0,0,1,0,0,0,16,263,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49637,443,0,0,0,1,0,0,0,0,240,397564,0,0
192.168.10.8,74.217.253.70,6,2017-05-07 09:12:00,49637,443,0,0,0,0,1,0,0,0,12,13463,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60304,53,0,0,0,0,0,0,0,0,58,607745,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60351,53,0,0,0,0,0,0,0,0,118,496,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,61460,53,0,0,0,0,0,0,0,0,67,76351,0,0
192.168.10.12,204.9.54.119,17,2017-05-07 09:09:00,123,123,0,0,0,0,0,0,0,0,48,37778,0,0
192.168.10.14,50.31.164.173,6,2017-05-07 09:10:00,49808,443,0,0,0,1,0,0,0,0,186,110225806,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,62125,53,0,0,0,0,0,0,0,0,92,23388,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49630,443,0,0,0,1,0,0,0,0,321,975474,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:50:00,54438,53,0,0,0,0,0,0,0,0,61,77190,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49632,443,0,0,0,1,0,0,0,0,319,1021989,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49633,443,0,0,0,1,0,0,0,0,338,1022036,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49634,443,0,0,0,1,0,0,0,0,338,1022020,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60838,53,0,0,0,0,0,0,0,0,60,138282,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,62475,53,0,0,0,0,0,0,0,0,58,49587,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61844,53,0,0,0,0,0,0,0,0,109,137616,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60823,53,0,0,0,0,0,0,0,0,51,49811,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49631,443,0,0,0,1,0,0,0,0,321,1137662,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:53:00,62107,53,0,0,0,0,0,0,0,0,70,269,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61296,53,0,0,0,0,0,0,0,0,75,48268,0,0
192.168.10.8,74.217.253.90,6,2017-05-07 09:12:00,49591,443,0,0,0,1,0,0,0,0,243,1986415,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49654,443,0,0,0,1,0,0,0,0,383,950225,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49651,443,0,0,0,1,0,0,0,0,338,950748,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,61642,53,0,0,0,0,0,0,0,0,89,23915,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,60374,53,0,0,0,0,0,0,0,0,115,632,0,0
192.168.10.8,74.217.253.90,6,2017-05-07 09:12:00,49591,443,0,0,0,0,1,0,0,0,12,123115,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49652,443,0,0,0,1,0,0,0,0,319,1018698,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49653,443,0,0,0,1,0,0,0,0,359,1018616,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60753,53,0,0,0,0,0,0,0,0,80,27127,0,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49632,0,1,0,0,1,0,0,0,22,239671,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49633,0,1,0,0,1,0,0,0,22,242597,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49634,0,1,0,0,1,0,0,0,22,243882,1,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49672,443,0,0,0,1,0,0,0,0,256,356904,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49673,443,0,0,0,1,0,0,0,0,243,358307,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49675,443,0,0,0,1,0,0,0,0,243,351427,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62156,53,0,0,0,0,0,0,0,0,105,72070,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49674,443,0,0,0,1,0,0,0,0,257,353207,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:02:00,60882,53,0,0,0,0,0,0,0,0,64,604,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61120,53,0,0,0,0,0,0,0,0,74,50032,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:11:00,49755,80,0,0,0,1,0,0,0,0,207,4575089,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:12:00,49755,80,0,0,0,0,1,0,0,0,6,3,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49675,443,0,0,0,0,1,0,0,0,6,99005,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49673,443,0,0,0,0,1,0,0,0,6,100365,0,0
192.168.10.8,31.13.69.193,6,2017-05-07 09:12:00,49672,443,0,0,0,0,1,0,0,0,6,102005,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:50:00,54302,53,0,0,0,0,0,0,0,0,69,229945,0,0
192.168.10.8,192.168.10.3,17,2017-05-07 08:51:00,64016,53,0,0,0,0,0,0,0,0,79,28633,0,0
192.168.10.8,45.126.132.48,6,2017-05-07 09:12:00,49651,443,1,0,0,0,1,0,0,0,14,253046,0,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49654,0,1,0,0,1,0,0,0,22,252434,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49652,0,1,0,0,1,0,0,0,22,273996,1,0
45.126.132.48,192.168.10.8,6,2017-05-07 09:12:00,443,49653,0,1,0,0,1,0,0,0,22,275698,1,0
192.168.10.8,178.255.83.1,6,2017-05-07 09:11:00,49573,80,0,0,0,1,0,0,0,0,1,3237290,0,0
192.168.10.8,178.255.83.1,6,2017-05-07 09:12:00,49573,80,0,0,0,0,1,0,0,0,6,8000,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:57:00,60495,53,0,0,0,0,0,0,0,0,53,47276,0,0
192.168.10.17,91.189.91.157,17,2017-05-07 09:09:00,123,123,0,0,0,0,0,0,0,0,48,64036667,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49694,80,0,0,0,1,0,0,0,0,202,2285746,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49694,80,0,0,0,0,1,0,0,0,6,114,0,0
192.168.10.5,104.88.60.48,6,2017-05-07 09:10:00,49820,80,0,0,0,1,0,0,0,0,184,47727,0,0
192.168.10.5,23.217.41.219,6,2017-05-07 09:10:00,49819,80,0,0,0,1,0,0,0,0,215,67032,0,0
192.168.10.5,23.217.41.219,6,2017-05-07 09:12:00,49819,80,0,0,0,0,1,1,0,0,6,33079,0,0
192.168.10.5,104.88.60.48,6,2017-05-07 09:12:00,49820,80,0,0,0,0,1,1,0,0,6,50838,0,0
192.168.10.8,172.217.6.206,6,2017-05-07 09:12:00,49587,80,0,0,0,1,0,0,0,0,2,5120420,0,0
192.168.10.8,199.96.57.6,6,2017-05-07 09:11:00,49575,443,0,0,0,1,0,0,0,0,342,5678225,0,0
199.96.57.6,192.168.10.8,6,2017-05-07 09:12:00,443,49575,0,1,0,0,1,0,0,0,22,3,1,0
192.168.10.5,23.217.41.219,6,2017-05-07 09:10:00,49818,80,0,0,0,0,1,0,0,0,6,111092705,0,0
192.168.10.8,23.203.78.38,6,2017-05-07 09:12:00,49645,443,0,0,0,1,0,0,0,0,70,5100671,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 09:12:00,49621,80,0,0,0,1,0,0,0,0,2,5468464,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 09:12:00,49622,80,0,0,0,1,0,0,0,0,2,5461452,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49612,443,0,0,0,1,0,0,0,0,226,5657038,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49623,80,0,0,0,1,0,0,0,0,2,5399680,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49625,80,0,0,0,1,0,0,0,0,2,5398852,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49626,80,0,0,0,1,0,0,0,0,2,5323972,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49603,443,0,0,0,1,0,0,0,0,229,5701802,0,0
23.203.78.38,192.168.10.8,6,2017-05-07 09:12:00,443,49645,0,0,0,0,1,0,0,0,12,4,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 09:12:00,49621,80,0,0,0,0,1,0,0,0,6,12,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49665,443,0,0,0,1,0,0,0,0,70,5736094,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49663,443,0,0,0,1,0,0,0,0,70,5759082,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49660,443,0,0,0,1,0,0,0,0,70,5855190,0,0
192.168.10.8,54.192.36.9,6,2017-05-07 09:12:00,49658,443,0,0,0,1,0,0,0,0,70,5929053,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49650,443,0,0,0,1,0,0,0,0,70,5987400,0,0
192.168.10.8,23.66.246.24,6,2017-05-07 09:12:00,49671,443,0,0,0,1,0,0,0,0,70,5457060,0,0
192.168.10.8,52.84.93.32,6,2017-05-07 09:12:00,49669,80,0,0,0,1,0,0,0,0,1,5481851,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49667,80,0,0,0,1,0,0,0,0,2,5636888,0,0
54.192.36.9,192.168.10.8,6,2017-05-07 09:12:00,443,49658,0,0,0,0,1,0,0,0,6,3333,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49671,0,0,0,0,1,0,0,0,12,4,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49665,0,0,0,0,1,0,0,0,12,779,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49660,0,0,0,0,1,0,0,0,12,47,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49663,0,0,0,0,1,0,0,0,12,5,0,0
23.66.246.24,192.168.10.8,6,2017-05-07 09:12:00,443,49650,0,0,0,0,1,0,0,0,12,4,0,0
192.168.10.8,52.6.166.140,6,2017-05-07 09:12:00,49682,443,0,0,0,1,0,0,0,0,249,5740029,0,0
192.168.10.8,23.194.141.30,6,2017-05-07 09:12:00,49683,443,0,0,0,1,0,0,0,0,70,5740053,0,0
192.168.10.8,23.194.141.30,6,2017-05-07 09:12:00,49684,443,0,0,0,1,0,0,0,0,70,5740107,0,0
192.168.10.8,68.67.180.45,6,2017-05-07 09:12:00,49680,443,0,0,0,1,0,0,0,0,349,6022325,0,0
192.168.10.8,23.194.141.30,6,2017-05-07 09:12:00,49693,443,0,0,0,1,0,0,0,0,70,5707199,0,0
192.168.10.8,54.225.244.129,6,2017-05-07 09:12:00,49685,443,0,0,0,1,0,0,0,0,244,5731536,0,0
192.168.10.8,151.101.0.207,6,2017-05-07 09:12:00,49686,443,0,0,0,1,0,0,0,0,412,5731426,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49695,443,0,0,0,1,0,0,0,0,228,5426450,0,0
192.168.10.8,74.217.253.60,6,2017-05-07 09:12:00,49697,443,0,0,0,1,0,0,0,0,260,5342791,0,0
151.101.0.207,192.168.10.8,6,2017-05-07 09:12:00,443,49686,0,1,0,0,1,0,0,0,18,212,1,0
23.194.141.30,192.168.10.8,6,2017-05-07 09:12:00,443,49683,0,0,0,0,1,0,0,0,12,5,0,0
23.194.141.30,192.168.10.8,6,2017-05-07 09:12:00,443,49684,0,0,0,0,1,0,0,0,12,5,0,0
23.194.141.30,192.168.10.8,6,2017-05-07 09:12:00,443,49693,0,0,0,0,1,0,0,0,12,4,0,0
52.6.166.140,192.168.10.8,6,2017-05-07 09:12:00,443,49682,0,1,0,0,1,0,0,0,22,3,1,0
54.225.244.129,192.168.10.8,6,2017-05-07 09:12:00,443,49685,0,1,0,0,1,0,0,0,22,3,1,0
192.168.10.19,91.189.91.157,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,64036683,0,0
192.168.10.8,199.96.57.6,6,2017-05-07 09:11:00,49574,443,0,0,0,1,0,0,0,0,892,10143298,0,0
192.168.10.8,199.96.57.6,6,2017-05-07 09:12:00,49574,443,0,0,0,0,1,0,0,0,6,130,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:56:00,60644,53,0,0,0,0,0,0,0,0,85,25275,0,0
192.168.10.19,91.189.89.199,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,64093907,0,0
192.168.10.14,64.4.54.254,6,2017-05-07 09:09:00,49758,443,0,0,0,1,0,0,0,0,450,100577004,0,0
192.168.10.14,64.4.54.254,6,2017-05-07 09:12:00,49758,443,0,0,0,0,1,1,0,0,6,65585,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:11:00,49756,80,0,0,0,1,0,0,0,0,213,13099993,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:12:00,49756,80,0,0,0,0,1,0,0,0,6,4,0,0
192.168.10.5,192.168.10.3,17,2017-05-07 09:07:00,123,123,0,0,0,0,0,0,0,0,48,239,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49601,443,0,0,0,1,0,0,0,0,653,11054218,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49599,443,0,0,0,1,0,0,0,0,389,11054382,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49600,443,0,0,0,1,0,0,0,0,424,11054333,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49598,443,0,0,0,1,0,0,0,0,390,11054495,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49602,443,0,0,0,1,0,0,0,0,259,11053666,0,0
198.8.70.210,192.168.10.8,6,2017-05-07 09:12:00,443,49603,0,0,0,0,1,0,0,0,6,5283939,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49604,443,0,0,0,1,0,0,0,0,424,11055172,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49610,443,0,0,0,1,0,0,0,0,246,11054488,0,0
198.8.70.212,192.168.10.8,6,2017-05-07 09:12:00,443,49612,0,0,0,0,1,0,0,0,6,5331993,0,0
192.168.10.8,199.38.164.37,6,2017-05-07 09:12:00,49613,443,0,0,0,1,0,0,0,0,257,11046325,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49614,443,0,0,0,1,0,0,0,0,279,11051823,0,0
192.168.10.8,198.8.70.210,6,2017-05-07 09:12:00,49615,443,0,0,0,1,0,0,0,0,279,11054413,0,0
192.168.10.8,199.38.164.38,6,2017-05-07 09:12:00,49668,443,0,0,0,1,0,0,0,0,228,11043366,0,0
192.168.10.8,68.67.180.45,6,2017-05-07 09:12:00,49677,443,0,0,0,1,0,0,0,0,421,10780605,0,0
192.168.10.8,68.67.180.45,6,2017-05-07 09:12:00,49677,443,0,0,0,0,1,0,0,0,6,126,0,0
192.168.10.19,91.189.89.198,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,65094107,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49692,443,0,0,0,1,0,0,0,0,450,11054355,0,0
192.168.10.8,198.8.70.212,6,2017-05-07 09:12:00,49692,443,0,0,0,0,1,0,0,0,15,198,0,0
198.8.70.212,192.168.10.8,6,2017-05-07 09:12:00,443,49695,0,0,0,0,1,0,0,0,6,5559957,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:11:00,49758,80,0,0,0,1,0,0,0,0,195,17269315,0,0
192.168.10.15,23.194.142.54,6,2017-05-07 09:12:00,49758,80,0,0,0,0,1,0,0,0,6,3,0,0
192.168.10.17,104.155.144.4,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,66045676,0,0
192.168.10.16,72.21.91.29,6,2017-05-07 09:10:00,51834,80,0,0,0,1,0,0,0,0,39,116024748,0,0
192.168.10.17,138.68.224.199,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,68092025,0,0
192.168.10.15,134.170.58.118,6,2017-05-07 09:12:00,49764,443,0,0,0,1,0,0,0,0,1053,2402068,0,0
192.168.10.8,72.30.3.43,6,2017-05-07 09:12:00,49676,443,0,0,0,1,0,0,0,0,260,16008049,0,0
192.168.10.15,52.167.223.135,6,2017-05-07 09:12:00,49768,443,0,0,0,1,0,0,0,0,495,261999,0,0
192.168.10.15,52.167.223.135,6,2017-05-07 09:12:00,49768,443,0,0,0,0,1,0,0,0,25,90,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,60631,53,0,0,0,0,0,0,0,0,66,329886,0,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49774,42509,0,0,0,1,0,0,0,0,867,36312,0,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49774,42509,0,1,0,0,1,0,0,0,405,1,1,0
192.168.10.50,192.168.10.15,6,2017-05-07 09:12:00,42509,49774,0,0,0,0,1,0,0,0,6,184,0,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49773,21,0,0,0,1,0,0,0,0,15,210845,0,0
192.168.10.50,192.168.10.15,6,2017-05-07 09:12:00,21,49773,0,1,0,0,1,0,0,0,11,1,1,0
192.168.10.15,192.168.10.50,6,2017-05-07 09:12:00,49773,21,0,0,0,0,1,0,0,0,6,50,0,0
192.168.10.17,216.229.0.49,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,68046326,0,0
192.168.10.17,66.228.42.59,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,69023834,0,0
192.168.10.17,45.79.187.10,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,67023798,0,0
192.168.10.17,192.168.10.3,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,66000234,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60747,53,0,0,0,0,0,0,0,0,147,60760,0,0
192.168.10.51,173.194.208.109,6,2017-05-07 09:12:00,57643,465,0,0,0,1,0,0,0,0,141,1779720,0,0
192.168.10.51,173.194.208.109,6,2017-05-07 09:12:00,57643,465,0,1,0,0,1,0,0,0,24,49,1,0
192.168.10.17,38.126.113.11,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,69087983,0,0
192.168.10.17,45.33.48.4,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,68084120,0,0
192.168.10.19,192.168.10.3,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,65000127,0,0
192.168.10.17,129.6.15.29,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,67030239,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49624,80,0,0,0,1,0,0,0,0,268,35798055,0,0
192.168.10.8,23.61.187.27,6,2017-05-07 09:12:00,49624,80,0,0,0,0,1,0,0,0,6,92,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,60698,53,0,0,0,0,0,0,0,0,67,23262,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,60108,53,0,0,0,0,0,0,0,0,78,15180759,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,60143,53,0,0,0,0,0,0,0,0,61,71214642,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61984,53,0,0,0,0,0,0,0,0,75,73017,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,61361,53,0,0,0,0,0,0,0,0,86,14743559,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,60166,53,0,0,0,0,0,0,0,0,104,570,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61735,53,0,0,0,0,0,0,0,0,54,48744,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61218,53,0,0,0,0,0,0,0,0,97,187433,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60221,53,0,0,0,0,0,0,0,0,91,113884,0,0
192.168.10.17,45.79.167.181,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,69023623,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61638,53,0,0,0,0,0,0,0,0,53,23616,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60312,53,0,0,0,0,0,0,0,0,102,131968,0,0
192.168.10.25,17.253.14.253,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,65021447,0,0
192.168.10.16,66.228.59.187,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,45713,0,0
192.168.10.51,162.213.33.48,6,2017-05-07 09:12:00,46842,443,0,0,0,1,0,0,0,0,228,2841811,0,0
192.168.10.51,162.213.33.48,6,2017-05-07 09:12:00,46841,443,0,0,0,1,0,0,0,0,228,2843914,0,0
192.168.10.19,50.97.40.233,6,2017-05-07 09:12:00,34270,443,0,0,0,1,0,0,0,0,503,2579538,0,0
192.168.10.19,50.97.40.233,6,2017-05-07 09:12:00,34270,443,0,1,0,0,1,0,0,0,108,19,1,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60551,53,0,0,0,0,0,0,0,0,85,48732,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,61527,53,0,0,0,0,0,0,0,0,63,30289,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:10:00,60960,53,0,0,0,0,0,0,0,0,69,793384,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62086,53,0,0,0,0,0,0,0,0,72,60969,0,0
192.168.10.19,72.167.239.239,6,2017-05-07 09:12:00,40905,80,0,0,0,1,0,0,0,0,92,60078,0,0
192.168.10.19,72.167.239.239,6,2017-05-07 09:12:00,40904,80,0,0,0,1,0,0,0,0,92,60266,0,0
192.168.10.19,104.20.87.108,6,2017-05-07 09:12:00,37490,443,0,0,0,1,0,0,0,0,409,43015,0,0
104.20.87.108,192.168.10.19,6,2017-05-07 09:12:00,443,37490,0,1,0,0,1,0,0,0,184,4,1,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:46:00,62269,53,0,0,0,0,0,0,0,0,47,50387,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,62502,53,0,0,0,0,0,0,0,0,49,23633,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:09:00,61868,53,0,0,0,0,0,0,0,0,64,60187,0,0
192.168.10.19,104.20.87.108,6,2017-05-07 09:12:00,37492,443,0,0,0,1,0,0,0,0,383,43780,0,0
104.20.87.108,192.168.10.19,6,2017-05-07 09:12:00,443,37492,0,1,0,0,1,0,0,0,106,900,1,0
192.168.10.19,216.58.219.227,6,2017-05-07 09:12:00,40353,443,0,0,0,1,0,0,0,0,86,71450,0,0
192.168.10.19,216.58.219.227,6,2017-05-07 09:12:00,40352,443,0,0,0,1,0,0,0,0,624,341916,0,0
216.58.219.227,192.168.10.19,6,2017-05-07 09:12:00,443,40353,0,0,0,0,1,0,0,0,34,30976,0,0
216.58.219.227,192.168.10.19,6,2017-05-07 09:12:00,443,40352,0,0,0,0,1,0,0,0,986,32972,0,0
192.168.10.14,173.194.208.108,6,2017-05-07 09:12:00,49824,465,0,0,0,1,0,0,0,0,373,10134548,0,0
192.168.10.17,173.255.246.13,17,2017-05-07 09:10:00,123,123,0,0,0,0,0,0,0,0,48,69081028,0,0
192.168.10.19,216.58.219.227,6,2017-05-07 09:12:00,40356,443,0,0,0,1,0,0,0,0,715,1618518,0,0
192.168.10.19,216.58.219.227,6,2017-05-07 09:12:00,40357,443,0,0,0,1,0,0,0,0,746,1615793,0,0
192.168.10.19,23.50.75.27,6,2017-05-07 09:12:00,40284,80,0,0,0,1,0,0,0,0,0,6718410,0,0
192.168.10.19,103.229.76.9,6,2017-05-07 09:12:00,54371,443,0,0,0,1,0,0,0,0,261,7607072,0,0
103.229.76.9,192.168.10.19,6,2017-05-07 09:12:00,443,54371,0,0,0,0,1,0,0,0,0,3,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:02:00,62204,53,0,0,0,0,0,0,0,0,122,33329190,0,0
